item_type_id,amount,blueprint_type_id
34,12316,829
35,3705,829
36,3466,829
39,1,829
40,4,829
34,40996,830
35,10935,830
36,5454,830
37,1436,830
38,113,830
39,7,830
34,61476,831
35,16055,831
36,6477,831
37,1756,831
38,211,831
39,5,831
40,12,831
34,81960,832
35,21174,832
36,7752,832
37,2065,832
38,292,832
39,8,832
40,23,832
34,102492,833
35,26293,833
36,8772,833
37,2385,833
38,370,833
39,19,833
40,33,833
34,424,786
35,644,786
34,2932,788
35,2633,788
36,96,788
34,110,790
35,1208,790
38,8,790
39,2,790
40,10,790
34,890,1095
35,586,1095
36,510,1095
37,5,1095
39,3,1095
11399,2,1095
34,696,1096
35,442,1096
36,466,1096
37,3,1096
39,2,1096
34,772,1099
35,259,1099
40,2,1099
34,423,1100
35,6144,1100
34,776,1102
35,713,1102
36,476,1102
34,877,1103
35,823,1103
36,560,1103
11399,5,1103
34,6656,1105
35,870,1105
38,3,1105
40,1,1105
34,1884,1106
35,1379,1106
36,20,1106
37,124,1106
40,1,1106
34,468,1109
35,35,1109
36,178,1109
37,86,1109
39,1,1109
40,1,1109
34,208,1112
35,198,1112
34,896,1113
35,270,1113
39,1,1113
34,1500,1114
35,130,1114
36,75,1114
37,20,1114
34,1436,1115
35,621,1115
36,130,1115
34,2456,1116
35,133,1116
36,154,1116
39,2,1116
34,4008,1117
35,1158,1117
36,1079,1117
40,1,1117
34,744,1118
35,538,1118
36,444,1118
34,8180,1119
35,2507,1119
36,2544,1119
37,13,1119
38,1,1119
34,4076,1120
35,1479,1120
36,2172,1120
38,1,1120
34,8220,1121
35,2683,1121
36,3239,1121
37,2,1121
38,16,1121
34,40996,1122
35,10935,1122
36,5454,1122
37,1436,1122
38,113,1122
39,7,1122
34,12315,1123
35,3705,1123
36,3466,1123
39,1,1123
40,4,1123
34,81960,1124
35,21174,1124
36,7752,1124
37,2065,1124
38,292,1124
39,8,1124
40,23,1124
34,102492,1125
35,26293,1125
36,8772,1125
37,2385,1125
38,370,1125
39,19,1125
40,33,1125
34,61476,1126
35,16055,1126
36,6477,1126
37,1756,1126
38,211,1126
39,5,1126
40,12,1126
34,218,1128
35,133,1128
36,512,1128
39,1,1128
40,1,1128
34,7264,1129
35,6739,1129
36,197,1129
37,2,1129
34,484,1210
35,47,1210
36,268,1210
37,8,1210
38,4,1210
39,2,1210
40,3,1210
34,12500,1212
34,2706,683
35,725,683
36,40,683
37,46,683
38,2,683
39,2,683
34,1999,684
35,1422,684
36,146,684
37,68,684
34,11972,685
35,10371,685
36,1499,685
38,2,685
39,2,685
34,1854,689
35,918,689
36,218,689
37,10,689
40,1,689
34,8234,690
35,2448,690
36,1372,690
37,99,690
38,31,690
34,20500,691
35,5600,691
36,2000,691
37,320,691
38,120,691
39,15,691
40,1,691
34,2752,936
35,2510,936
36,130,936
37,2,936
34,15000,937
35,11000,937
36,2500,937
37,10,937
38,5,937
39,1,937
40,1,937
34,2229,938
35,218,938
36,556,938
37,2,938
34,2730,939
35,214,939
36,303,939
37,4,939
38,2,939
39,2,939
34,21000,940
35,5700,940
36,2700,940
37,300,940
38,70,940
39,10,940
40,1,940
34,12000,941
35,10000,941
36,3600,941
37,30,941
38,15,941
39,5,941
34,20500,944
35,5500,944
36,2600,944
37,360,944
38,80,944
39,15,944
34,15438,945
35,13477,945
36,2435,945
37,14,945
39,2,945
34,2662,946
35,283,946
36,462,946
37,1,946
34,14852,949
36,2579,949
37,861,949
38,1,949
39,1,949
34,19000,950
35,8000,950
36,2800,950
37,530,950
38,2,950
39,2,950
40,2,950
34,7485,952
35,4153,952
36,941,952
37,124,952
38,6,952
34,6629,954
35,5422,954
36,1295,954
37,1,954
39,1,954
34,1837,955
35,609,955
36,551,955
37,8,955
39,1,955
34,13748,956
35,11099,956
36,1831,956
37,8,956
39,2,956
34,204436,686
35,51606,686
36,12837,686
37,3200,686
38,840,686
39,192,686
40,50,686
34,307488,687
35,77204,687
36,25309,687
37,5284,687
38,1276,687
39,276,687
40,76,687
34,307484,692
35,77203,692
36,25832,692
37,5350,692
38,1280,692
39,269,692
40,61,692
34,550000,968
35,138810,968
36,35916,968
37,8718,968
38,2148,968
39,541,968
40,160,968
34,570000,969
35,130000,969
36,38000,969
37,9000,969
38,2300,969
39,550,969
40,145,969
34,204846,970
35,51606,970
36,14903,970
37,3371,970
38,846,970
39,191,970
40,43,970
34,307734,971
35,77202,971
36,26179,971
37,5349,971
38,1276,971
39,261,971
40,53,971
34,520000,972
35,130000,972
36,34124,972
37,8270,972
38,2035,972
39,510,972
40,130,972
34,245790,973
35,61844,973
36,18236,973
37,4184,973
38,1001,973
39,229,973
40,55,973
34,450484,974
35,112774,974
36,29243,974
37,7053,974
38,1747,974
39,454,974
40,172,974
34,245798,975
35,61843,975
36,18748,975
37,4255,975
38,1017,975
39,223,975
40,53,975
34,204838,976
35,51606,976
36,14134,976
37,3305,976
38,844,976
39,189,976
40,44,976
34,245798,977
35,61845,977
36,18234,977
37,4113,977
38,1002,977
39,229,977
40,53,977
34,245798,978
35,61846,978
36,17979,978
37,4043,978
38,1004,978
39,230,978
40,48,978
34,204846,979
35,51605,979
36,15158,979
37,3389,979
38,845,979
39,193,979
40,48,979
34,7577632,688
35,1894802,688
36,474675,688
37,118519,688
38,29595,688
39,7060,688
40,2254,688
34,7372852,693
35,1843893,693
36,462643,693
37,115378,693
38,28778,693
39,6794,693
40,1957,693
34,5324832,994
35,1131610,994
36,303530,994
37,83100,994
38,18013,994
39,4022,994
40,1677,994
34,7372840,995
35,1843894,995
36,462130,995
37,115316,995
38,28787,995
39,6830,995
40,2103,995
34,7577636,996
35,1894803,996
36,474674,996
37,118524,996
38,29622,996
39,7168,996
40,2683,996
34,4300840,997
35,1075896,997
36,271172,997
37,67405,997
38,16816,997
39,3952,997
40,1835,997
34,5120040,998
35,1280694,998
36,322370,998
37,80265,998
38,19995,998
39,4678,998
40,1722,998
34,4300840,999
35,1075894,999
36,270905,999
37,67399,999
38,16790,999
39,3844,999
40,1407,999
34,806667,1001
35,173333,1001
34,24611,983
35,6541,983
36,2505,983
37,381,983
38,131,983
39,25,983
34,53362,984
35,13792,984
36,5212,984
37,842,984
38,246,984
39,37,984
40,6,984
34,20524,985
35,5527,985
36,1835,985
37,317,985
38,117,985
39,16,985
40,4,985
34,32894,986
35,8671,986
36,3665,986
37,507,986
38,164,986
39,13,986
40,3,986
34,65650,987
35,16867,987
36,6505,987
37,1102,987
38,301,987
39,50,987
40,8,987
34,20522,988
35,5518,988
36,2192,988
37,318,988
38,119,988
39,32,988
34,24638,989
35,6609,989
36,2323,989
37,381,989
38,133,989
39,16,989
40,2,989
34,28735,990
35,7634,990
36,3098,990
37,445,990
38,149,990
39,18,990
40,5,990
34,41072,991
35,10720,991
36,4439,991
37,638,991
38,199,991
39,24,991
40,7,991
34,67000,992
35,12400,992
36,7788,992
37,1050,992
38,300,992
39,45,992
40,10,992
34,98000,993
21009,400,1002
21011,400,1002
21013,400,1002
21017,400,1002
21019,500,1002
21021,200,1002
21023,300,1002
21025,500,1002
21035,400,1002
21037,500,1002
24545,500,1002
24547,500,1002
24556,500,1002
24558,500,1002
24560,500,1002
34,2500,967
34,536,1208
35,14,1208
36,3,1208
37,13,1208
34,856,1184
35,365,1184
40,4,1184
11399,1,1184
34,616,1186
35,384,1186
36,138,1186
37,2,1186
38,2,1186
34,7606,1191
35,1020,1191
38,4,1191
40,2,1191
11399,3,1191
34,687,1196
35,289,1196
36,371,1196
40,1,1196
34,599,1204
35,452,1204
36,1,1204
37,1,1204
34,750,1205
35,520,1205
36,2,1205
37,2,1205
11399,1,1205
34,5352,1214
35,656,1214
37,42,1214
38,24,1214
39,8,1214
34,50,1218
37,2,1218
38,8,1218
40,1,1218
40,10,1237
11399,1,1237
34,211,1245
35,3072,1245
34,456,1247
35,46,1247
36,66,1247
37,6,1247
34,500,1249
35,60,1249
36,75,1249
37,8,1249
11399,1,1249
34,208,1255
35,276,1255
36,16,1255
37,8,1255
34,260,1257
35,356,1257
36,20,1257
37,10,1257
11399,1,1257
34,599,1265
35,452,1265
36,1,1265
37,1,1265
34,680,1267
35,480,1267
36,2,1267
37,2,1267
11399,1,1267
34,599,1275
35,452,1275
36,1,1275
37,1,1275
34,705,1277
35,560,1277
36,2,1277
37,2,1277
11399,1,1277
34,599,1285
35,452,1285
36,1,1285
37,1,1285
34,800,1287
35,560,1287
36,3,1287
37,2,1287
11399,1,1287
34,599,1295
35,452,1295
36,1,1295
37,1,1295
34,680,1297
35,556,1297
36,2,1297
37,2,1297
11399,1,1297
34,806,1305
35,628,1305
36,26,1305
34,1116,1307
35,649,1307
36,72,1307
11399,1,1307
37,9,1318
38,1,1318
37,12,1320
38,2,1320
11399,1,1320
34,6250,1334
34,8150,1336
11399,1,1336
34,464,1354
35,60,1354
36,2,1354
37,66,1354
34,568,1356
35,506,1356
36,65,1356
37,65,1356
38,2,1356
40,1,1356
11399,1,1356
34,1607,1404
35,274,1404
36,1,1404
34,2150,1406
35,325,1406
36,2,1406
11399,1,1406
34,1205,1423
35,890,1423
38,5,1423
11399,1,1423
34,700,1437
35,497,1437
36,62,1437
11399,2,1437
34,1004,1446
35,775,1446
38,3,1446
34,1205,1448
35,856,1448
38,4,1448
11399,1,1448
35,592,1540
36,2,1540
37,4,1540
38,1,1540
39,2,1540
35,686,1542
36,3,1542
37,6,1542
38,2,1542
39,3,1542
11399,1,1542
34,5884,1548
35,3859,1548
36,6,1548
38,2,1548
39,3,1548
34,6400,1550
35,3600,1550
36,100,1550
38,5,1550
39,4,1550
11399,2,1550
34,5984,1552
35,3943,1552
36,87,1552
38,1,1552
40,1,1552
34,6400,1554
35,3600,1554
36,100,1554
38,5,1554
39,4,1554
11399,2,1554
34,7100,1558
35,4453,1558
36,46,1558
38,1,1558
40,1,1558
34,6400,1560
35,3600,1560
36,100,1560
38,5,1560
39,4,1560
11399,2,1560
34,7096,1564
35,4755,1564
36,15,1564
39,2,1564
40,1,1564
34,6450,1566
35,3600,1566
36,100,1566
38,5,1566
39,4,1566
11399,2,1566
34,1895,1809
35,1869,1809
34,62,1811
35,39,1811
36,2,1811
34,49,1815
35,14,1815
36,5,1815
34,52,1817
35,65,1817
34,738,1819
38,2,1819
34,446,1821
35,198,1821
38,2,1821
34,316,1823
35,107,1823
38,1,1823
34,644,1825
35,2,1825
36,5,1825
38,3,1825
34,1680,1827
35,130,1827
36,15,1827
38,2,1827
39,2,1827
34,2776,1829
35,425,1829
36,61,1829
39,2,1829
34,1302,1831
36,73,1831
37,4,1831
39,1,1831
34,1658,1833
35,636,1833
39,2,1833
34,944,1856
35,232,1856
36,18,1856
37,5,1856
11399,1,1856
34,504,1876
35,443,1876
36,83,1876
37,2,1876
38,3,1876
34,602,1878
35,515,1878
36,113,1878
37,3,1878
38,4,1878
11399,2,1878
34,32811,1945
35,8600,1945
36,3830,1945
37,500,1945
38,163,1945
39,37,1945
40,2,1945
34,212,11625
35,3072,11625
34,2596,11628
35,827,11628
40,1,11628
34,4586,11808
35,80,11808
37,3,11808
38,1,11808
11399,2,11808
34,2596,11631
35,827,11631
40,1,11631
34,2596,11632
35,827,11632
40,1,11632
37,56,11629
38,44,11629
34,2596,11630
35,827,11630
40,1,11630
34,5096,11770
35,3598,11770
36,31,11770
34,6056,11771
35,4006,11771
36,40,11771
11399,5,11771
34,5096,11798
35,3598,11798
36,31,11798
34,6206,11799
35,3905,11799
36,38,11799
37,2,11799
11399,4,11799
34,227,11803
35,689,11803
36,948,11803
37,107,11803
34,286,11804
35,756,11804
36,1156,11804
37,125,11804
11399,5,11804
34,4527,11620
35,70,11620
37,2,11620
34,854,11621
40,1,11621
34,920,11840
40,2,11840
11399,2,11840
34,372,11634
35,71,11634
36,133,11634
37,1,11634
39,3,11634
34,425,11812
35,90,11812
36,156,11812
37,1,11812
39,4,11812
11399,1,11812
34,484,11616
35,79,11616
36,332,11616
37,1,11616
38,4,11616
34,496,11848
35,90,11848
36,356,11848
37,2,11848
38,6,11848
34,212,11623
35,3072,11623
34,212,11624
35,3072,11624
34,212,11622
35,3072,11622
34,212,11626
35,3072,11626
34,307478,2007
35,77204,2007
36,25566,2007
37,5350,2007
38,1276,2007
39,276,2007
40,70,2007
34,1204,2019
35,952,2019
36,444,2019
37,2,2019
38,1,2019
34,4117,2021
35,1561,2021
36,1176,2021
39,2,2021
34,8233,2023
35,2617,2023
36,2034,2023
37,92,2023
38,50,2023
39,8,2023
34,298,2025
35,133,2025
36,605,2025
39,2,2025
40,1,2025
11399,2,2025
34,725,2033
35,364,2033
36,412,2033
40,2,2033
11399,2,2033
34,851,2039
35,148,2039
36,3,2039
37,6,2039
11399,1,2039
34,956,2047
35,2,2047
36,48,2047
34,1205,2049
35,3,2049
36,56,2049
38,4,2049
11399,1,2049
34,2746,11617
35,2277,11617
36,2,11617
37,1,11617
34,3706,11851
35,2999,11851
36,4,11851
37,3,11851
11399,3,11851
34,644,11614
35,139,11614
36,333,11614
37,3,11614
40,2,11614
34,756,11844
35,165,11844
36,423,11844
37,4,11844
40,3,11844
11399,5,11844
34,605,2118
35,56,2118
36,356,2118
37,10,2118
38,5,2118
39,3,2118
40,4,2118
11399,4,2118
34,11600,2162
35,9858,2162
36,570,2162
38,2,2162
39,2,2162
40,3,2162
34,1680,2179
35,130,2179
36,15,2179
38,2,2179
39,2,2179
34,2820,2174
35,144,2174
36,139,2174
37,1,2174
38,7,2174
39,1,2174
34,2820,2176
35,144,2176
36,139,2176
37,1,2176
39,1,2176
11399,2,2176
34,3072,2184
35,2,2184
36,202,2184
37,10,2184
39,2,2184
34,3072,2186
35,2,2186
36,202,2186
37,10,2186
39,2,2186
11399,2,2186
34,7664,2194
36,564,2194
37,8,2194
38,2,2194
39,4,2194
40,2,2194
34,7664,2196
36,564,2196
37,8,2196
38,2,2196
39,4,2196
40,2,2196
11399,4,2196
34,424,2204
36,4,2204
38,2,2204
34,424,2206
36,4,2206
38,2,2206
11399,1,2206
34,1688,2211
39,5,2211
40,2,2211
34,738,2213
38,2,2213
34,280,11762
35,3152,11762
37,30,11762
11399,3,11762
34,300,11750
35,3085,11750
37,24,11750
11399,3,11750
34,321,11754
35,3056,11754
37,25,11754
11399,3,11754
34,242,11758
35,3090,11758
37,23,11758
11399,3,11758
34,290,11766
35,3120,11766
37,20,11766
11399,3,11766
34,7300,2282
35,7156,2282
36,620,2282
37,3,2282
40,5,2282
11399,7,2282
34,7264,2290
35,6739,2290
36,197,2290
37,2,2290
34,7264,2292
35,6739,2292
36,197,2292
37,2,2292
34,7264,2294
35,6739,2294
36,197,2294
37,2,2294
34,7264,2296
35,6739,2296
36,197,2296
37,2,2296
34,7300,2298
35,6999,2298
36,338,2298
37,3,2298
38,3,2298
40,3,2298
11399,5,2298
34,7300,2300
35,6999,2300
36,308,2300
37,3,2300
40,3,2300
11399,5,2300
34,7300,2302
35,6999,2302
36,62,2302
37,3,2302
40,3,2302
11399,5,2302
34,7300,2304
35,6999,2304
36,447,2304
37,3,2304
40,3,2304
11399,5,2304
34,1004,2332
35,775,2332
38,3,2332
34,1976,2334
35,131,2334
11399,1,2334
34,66,2342
35,180,2342
36,3,2342
37,2,2342
38,2,2342
39,1,2342
11399,1,2342
34,525,2356
35,7600,2356
11399,1,2356
34,608,11612
36,286,11612
37,2,11612
39,3,11612
40,1,11612
34,750,11795
36,386,11795
37,3,11795
39,4,11795
40,2,11795
11399,2,11795
34,503,2405
35,783,2405
11399,2,2405
34,3328,2411
35,3269,2411
36,115,2411
11399,4,2411
34,160,2421
35,1614,2421
38,11,2421
39,3,2421
40,13,2421
11399,16,2421
34,5352,2437
35,656,2437
37,42,2437
38,24,2437
39,8,2437
11399,4,2437
34,232,2445
35,4468,2445
38,2,2445
40,4,2445
34,232,2447
35,4468,2447
38,2,2447
40,4,2447
11399,4,2447
34,458,2455
35,6,2455
37,4,2455
38,2,2455
34,458,2457
35,6,2457
37,4,2457
38,2,2457
11399,1,2457
34,484,2465
35,62,2465
37,4,2465
38,2,2465
34,484,2467
35,62,2467
37,4,2467
38,2,2467
11399,1,2467
34,6408,2477
35,806,2477
37,66,2477
38,8,2477
39,4,2477
34,6408,2479
35,806,2479
37,66,2479
38,8,2479
39,4,2479
11399,4,2479
34,856,2487
35,6,2487
36,6,2487
38,4,2487
34,856,2489
35,6,2489
36,6,2489
38,4,2489
11399,1,2489
34,3532,2507
35,320,2507
36,25,2507
40,3,2507
34,3356,2509
35,750,2509
39,6,2509
34,3590,2511
35,2645,2511
36,26,2511
37,2,2511
38,2,2511
39,1,2511
34,43,2513
35,33,2513
34,30,2515
35,25,2515
34,22,2517
35,17,2517
34,1895,2530
35,1869,2530
34,1990,2532
35,1890,2532
37,10,2532
11399,3,2532
34,1895,2538
35,1869,2538
34,1990,2540
35,1890,2540
37,10,2540
11399,3,2540
34,1895,2546
35,1869,2546
34,1990,2548
35,1890,2548
37,10,2548
11399,3,2548
34,1990,2554
35,1890,2554
37,10,2554
11399,3,2554
34,3201,11783
35,900,11783
40,2,11783
11399,5,11783
34,3053,11775
35,1056,11775
40,2,11775
11399,5,11775
37,65,11779
38,53,11779
11399,6,11779
34,2680,11787
35,901,11787
40,2,11787
11399,5,11787
34,2689,11791
35,856,11791
40,2,11791
11399,5,11791
34,2147,11820
35,129,11820
36,224,11820
34,2560,11821
35,156,11821
36,246,11821
37,10,11821
11399,1,11821
34,2147,11824
35,129,11824
36,224,11824
34,2650,11825
35,145,11825
36,256,11825
11399,1,11825
34,2147,11828
35,129,11828
36,224,11828
34,2640,11829
35,156,11829
36,268,11829
11399,1,11829
34,909,11832
35,240,11832
36,664,11832
34,1150,11833
35,305,11833
36,768,11833
37,10,11833
38,11,11833
11399,1,11833
37,9,2604
38,1,2604
37,11,2606
38,2,2606
11399,1,2606
34,2992,2614
36,20,2614
37,30,2614
40,4,2614
9830,8,2614
11399,1,2614
11694,2,2614
16680,8,2614
34,20080,2622
36,300,2622
38,70,2622
40,35,2622
9830,80,2622
11399,10,2622
11695,9,2622
16680,39,2622
34,10112,2630
38,22,2630
39,19,2630
40,30,2630
9830,80,2630
11399,5,2630
11693,9,2630
16680,12,2630
34,20080,2638
36,300,2638
38,70,2638
40,35,2638
9830,80,2638
11399,10,2638
11695,9,2638
16680,39,2638
34,2992,2648
36,20,2648
37,30,2648
40,4,2648
9830,8,2648
11399,1,2648
11695,2,2648
16680,8,2648
34,10112,2656
38,22,2656
39,19,2656
40,30,2656
9830,80,2656
11399,5,2656
11692,9,2656
16680,12,2656
34,3172,2680
36,30,2680
37,12,2680
39,1,2680
40,7,2680
9830,8,2680
11399,1,2680
11693,2,2680
16680,8,2680
34,29520,2802
36,500,2802
40,50,2802
9830,285,2802
11399,20,2802
11692,20,2802
16680,88,2802
34,29520,2812
36,500,2812
40,50,2812
9830,285,2812
11399,20,2812
11695,20,2812
16680,88,2812
34,2440,2818
35,30,2818
36,20,2818
37,10,2818
40,1,2818
9830,4,2818
11399,1,2818
11694,1,2818
16672,30,2818
16680,3,2818
34,11528,2835
35,9882,2835
36,3656,2835
37,7,2835
34,524216,2837
35,131210,2837
36,34124,2837
37,8270,2837
38,2035,2837
39,510,2837
40,130,2837
40,4,2839
25335,12,2839
34,92050,2866
35,30506,2866
36,8603,2866
37,3056,2866
38,356,2866
39,11,2866
40,28,2866
11399,14,2866
34,256,2874
35,265,2874
11399,1,2874
34,1050,16032
35,310,16032
39,2,16032
11399,2,16032
34,1800,2890
35,180,2890
36,100,2890
37,25,2890
11399,3,2890
34,5600,2898
35,1350,2898
36,1168,2898
40,2,2898
11399,7,2898
35,67,2906
36,33,2906
11399,4,2906
34,4405,2914
35,1986,2914
36,2667,2914
38,2,2914
11399,8,2914
34,9560,2922
35,2960,2922
36,3006,2922
37,16,2922
38,2,2922
11399,9,2922
34,71560,16029
35,20567,16029
36,7405,16029
37,1905,16029
38,256,16029
39,8,16029
40,15,16029
11399,13,16029
34,890,2938
35,645,2938
36,530,2938
11399,6,2938
34,15060,2946
35,4153,2946
36,4005,2946
39,2,2946
40,6,2946
11399,11,2946
34,813528,2949
35,311280,2949
36,90563,2949
37,31280,2949
38,5338,2949
39,528,2949
40,1293,2949
34,45605,2954
35,12005,2954
36,6300,2954
37,1820,2954
38,140,2954
39,11,2954
11399,12,2954
34,126068,2962
35,31506,2962
36,10560,2962
37,3105,2962
38,456,2962
39,22,2962
40,38,2962
11399,15,2962
34,9256,2970
35,3456,2970
36,4156,2970
37,3,2970
38,20,2970
11399,10,2970
35,51,2978
36,49,2978
34,45060,2986
35,12005,2986
36,6206,2986
37,1566,2986
38,150,2986
39,9,2986
40,1,2986
11399,12,2986
34,1885,2994
35,6,2994
36,80,2994
37,15,2994
39,2,2994
11399,3,2994
34,3349410,3039
35,936043,3039
36,276936,3039
37,50713,3039
38,24630,3039
39,3438,3039
40,1580,3039
34,1156,3002
35,156,3002
36,6,3002
38,3,3002
39,2,3002
11399,2,3002
