item_type_id,amount,blueprint_type_id
620,1,11986
11478,8,11986
625,1,11988
11478,8,11988
634,1,11990
11478,8,11990
621,1,11994
11478,12,11994
623,1,11996
11478,14,11996
622,1,12000
11478,12,12000
2006,1,12004
11478,12,12004
626,1,12006
11478,12,12006
623,1,12012
11478,12,12012
629,1,12014
11478,14,12014
629,1,12016
11478,12,12016
624,1,12018
11478,14,12018
624,1,12020
11478,12,12020
627,1,12022
11478,14,12022
627,1,12024
11478,12,12024
628,1,20126
11478,12,20126
34,1970168,688
35,492598,688
36,123325,688
37,30801,688
38,7685,688
39,1830,688
40,576,688
34,1916848,693
35,479407,693
36,120257,693
37,29982,693
38,7472,693
39,1756,693
40,503,693
34,4259868,994
35,905190,994
36,242770,994
37,66480,994
38,14397,994
39,3208,994
40,1333,994
34,1916860,995
35,529406,995
36,120070,995
37,29974,995
38,7483,995
39,1770,995
40,537,995
34,1970164,996
35,492597,996
36,123326,996
37,30806,996
38,7698,996
39,1852,996
40,197,996
34,6580260,997
35,1646104,997
36,414828,997
37,103125,997
38,25714,997
39,6028,997
40,2805,997
34,4131160,998
35,1232906,998
36,240030,998
37,67865,998
38,11195,998
39,3532,998
40,438,998
34,6107160,999
35,1527706,999
36,384595,999
37,95691,999
38,23830,999
39,5446,999
40,1993,999
34,1970168,17637
35,492598,17637
36,123325,17637
37,30801,17637
38,7685,17637
39,1830,17637
40,576,17637
39,1852,17727
40,197,17727
34,1970164,17727
35,492597,17727
36,123326,17727
37,30806,17727
38,7698,17727
34,1916860,17729
35,529406,17729
36,120070,17729
37,29974,17729
38,7483,17729
39,1770,17729
40,537,17729
34,1916848,17733
35,479407,17733
36,120257,17733
37,29982,17733
38,7472,17733
39,1756,17733
40,503,17733
643,1,22429
11478,20,22429
645,1,22431
11478,20,22431
640,1,22437
11478,20,22437
644,1,22441
11478,20,22441
34,899052,24689
34,1061740,24695
38,4301,24695
642,1,28660
11478,20,28660
641,1,28662
11478,20,28662
639,1,28666
11478,20,28666
638,1,28711
11478,20,28711
34,6580260,32306
35,1646104,32306
36,414828,32306
37,103125,32306
38,25714,32306
39,6028,32306
40,2805,32306
34,6107160,32308
35,1527706,32308
36,384595,32308
37,95691,32308
38,23830,32308
39,5446,32308
40,1993,32308
40,1333,32310
34,4259868,32310
35,905190,32310
36,242770,32310
37,66480,32310
38,14397,32310
39,3208,32310
34,4131160,32312
35,1232906,32312
36,240030,32312
37,67865,32312
38,11195,32312
39,3532,32312
40,438,32312
34,39389,983
35,4859,983
36,3495,983
37,19,983
38,69,983
39,5,983
40,5,983
34,138,984
35,8,984
36,38,984
37,408,984
38,4,984
39,3,984
34,27476,985
35,6573,985
36,2765,985
37,3,985
38,103,985
39,9,985
40,6,985
34,48106,986
35,829,986
36,35,986
37,13,986
38,16,986
39,2,986
40,9,986
34,350,987
35,133,987
36,95,987
37,8,987
38,9,987
34,53478,988
35,2882,988
36,1308,988
37,282,988
38,1,988
39,8,988
40,5,988
34,39362,989
35,7691,989
36,2077,989
37,249,989
38,42,989
39,14,989
40,8,989
34,33765,990
35,2866,990
36,1002,990
37,105,990
38,21,990
39,7,990
34,19928,991
35,280,991
36,161,991
37,2,991
38,1,991
39,1,991
36,12,992
34,39689,1945
35,7700,1945
36,1270,1945
38,2,1945
39,3,1945
40,7,1945
34,9689,19745
35,4400,19745
36,2276,19745
37,41,19745
38,83,19745
39,4,19745
40,9,19745
377,1,1013
3685,2,1013
11484,1,1013
11558,2,1013
3685,4,3832
3829,1,3832
11484,1,3832
11558,4,3832
3685,8,3842
3839,1,3842
11484,1,3842
11558,8,3842
21077,3,20626
21081,1,20626
21082,2,20626
21086,1,20626
21074,1,20628
21082,1,20628
21086,1,20628
21080,1,20630
21081,2,20630
21085,1,20630
21086,1,20630
21080,1,20632
21086,1,20632
21087,1,20632
21088,1,20632
21089,2,20632
393,1,1027
3685,1,1027
9838,2,1027
11484,1,1027
399,1,1033
9838,1,1033
11484,1,1033
11556,2,1033
20703,1,3543
9838,8,10843
10840,1,10843
11484,1,10843
11558,16,10843
9838,2,10851
10836,1,10851
11484,1,10851
11556,4,10851
9838,4,10859
10838,1,10859
11484,1,10859
11556,8,10859
21576,1,20618
21588,1,20618
21591,1,20618
21728,1,20618
21576,2,20620
21588,2,20620
21591,2,20620
21727,1,20620
21728,2,20620
21576,4,20622
21588,2,20622
21591,2,20622
21727,2,20622
21728,4,20622
21574,2,20624
21576,4,20624
21588,2,20624
21591,3,20624
21727,4,20624
21728,4,20624
3616,1,3545
3586,1,3589
9840,2,3589
11484,1,3589
11557,2,3589
3596,1,3599
9840,4,3599
11484,1,3599
11557,4,3599
3606,1,3609
9840,8,3609
11484,1,3609
11557,8,3609
3616,1,3619
9840,16,3619
11484,1,3619
11557,16,3619
1195,1,2033
9838,3,2033
11482,1,2033
11539,1,2033
11554,1,2033
23149,3,23814
23159,2,23814
23179,2,23814
439,1,1071
11475,1,1071
11530,2,1071
11531,10,1071
11549,5,1071
434,1,1073
11475,1,1073
11530,16,1073
11531,10,1073
11549,5,1073
11475,1,12059
11530,4,12059
11531,10,12059
11549,5,12059
12056,1,12059
11475,1,12069
11530,8,12069
11531,10,12069
11549,5,12069
12066,1,12069
11475,1,12077
11530,32,12077
11531,10,12077
11549,5,12077
12052,1,12077
11475,1,12085
11530,64,12085
11531,10,12085
11549,5,12085
12054,1,12085
20110,1,21471
21584,1,21471
21721,1,21471
21569,1,21473
21571,1,21473
21584,1,21473
21720,1,21473
21721,2,21473
20110,1,21473
20110,1,21475
21569,1,21475
21571,2,21475
21584,1,21475
21585,1,21475
21719,1,21475
21720,2,21475
21721,2,21475
20110,1,21477
21569,1,21477
21570,1,21477
21584,1,21477
21721,1,21477
20110,2,21479
21569,2,21479
21570,2,21479
21584,1,21479
21720,1,21479
21721,2,21479
20110,4,21481
21569,4,21481
21570,4,21481
21584,1,21481
21585,1,21481
21719,1,21481
21720,2,21481
21721,2,21481
442,1,2039
9840,2,2039
9842,3,2039
11483,1,2039
11539,3,2039
443,1,1856
9840,2,1856
9842,3,1856
11483,1,1856
11539,3,1856
444,1,2334
9840,2,2334
9842,3,2334
11483,1,2334
11539,3,2334
1948,1,11775
9840,8,11775
9842,6,11775
11483,1,11775
11535,6,11775
11541,3,11775
1957,1,11779
9840,8,11779
9842,12,11779
11483,1,11779
11534,2,11779
11535,2,11779
11536,2,11779
11537,2,11779
11541,3,11779
1958,1,11783
9840,8,11783
9842,6,11783
11483,1,11783
11536,6,11783
11538,3,11783
1955,1,11787
9840,8,11787
9842,6,11787
11483,1,11787
11534,6,11787
11540,3,11787
11539,3,11791
1956,1,11791
9840,8,11791
9842,6,11791
11483,1,11791
11537,6,11791
21573,1,20574
21591,3,20574
21725,2,20574
21573,1,20576
21591,3,20576
21725,2,20576
21573,1,20578
21591,3,20578
21725,2,20578
21573,1,20580
21591,3,20580
21725,2,20580
2004,1,11750
9842,6,11750
11483,1,11750
11534,4,11750
11540,3,11750
2002,1,11754
9842,6,11754
11483,1,11754
11536,4,11754
11538,3,11754
2003,1,11758
9842,6,11758
11483,1,11758
11535,4,11758
11541,3,11758
2005,1,11762
9842,9,11762
11483,1,11762
11534,1,11762
11535,1,11762
11536,1,11762
11537,1,11762
11541,3,11762
9842,6,11766
11483,1,11766
11537,4,11766
11539,3,11766
1947,1,11766
1959,1,11771
9840,30,11771
9842,10,11771
11399,5,11771
11483,1,11771
11538,5,11771
11540,5,11771
11541,5,11771
23130,2,22896
23139,2,22896
23170,2,22896
23130,2,22898
23139,2,22898
23170,2,22898
23129,1,22926
23131,2,22926
23139,2,22926
23141,1,22926
23169,1,22926
23171,2,22926
447,1,1080
9840,5,1080
9842,10,1080
11483,1,1080
11534,2,1080
11540,6,1080
3242,1,3245
9840,10,3245
9842,5,3245
11483,1,3245
11534,4,3245
11540,3,3245
9840,8,4249
11483,1,4249
11536,8,4249
28654,1,4249
20110,1,21511
21073,1,21511
21568,1,21511
21570,1,21511
21586,3,21511
21721,1,21511
21722,1,21511
21723,1,21511
20110,1,21513
21073,1,21513
21568,1,21513
21570,1,21513
21585,1,21513
21586,2,21513
21722,2,21513
21723,1,21513
461,1,2986
9848,9,2986
11486,1,2986
11689,14,2986
452,1,2994
9848,1,2994
11486,1,2994
11689,5,2994
451,1,3002
9848,1,3002
11486,1,3002
11689,4,3002
457,1,3010
9848,3,3010
11486,1,3010
11689,10,3010
450,1,3018
9848,3,3018
11486,1,3018
11689,3,3018
459,1,3026
9848,3,3026
11486,1,3026
11689,12,3026
454,1,3034
9848,1,3034
11486,1,3034
11689,7,3034
453,1,3042
9848,1,3042
11486,1,3042
11689,6,3042
463,1,3050
9848,9,3050
11486,1,3050
11689,16,3050
462,1,3058
9848,9,3058
11486,1,3058
11689,15,3058
464,1,3066
9848,9,3066
11486,1,3066
11689,17,3066
455,1,3286
9848,3,3286
11486,1,3286
11689,8,3286
456,1,3513
9848,3,3513
11486,1,3513
11689,9,3513
458,1,3521
9848,3,3521
11486,1,3521
11689,11,3521
20444,1,3560
20446,1,3562
460,1,4148
9848,9,4148
11486,1,4148
11689,13,4148
23148,1,23835
23158,2,23835
23178,1,23835
23158,3,23837
23178,1,23837
23179,1,23837
23148,2,23837
23148,2,23839
23158,2,23839
23178,2,23839
23179,2,23839
23150,1,23841
23160,1,23841
23180,1,23841
23148,1,23843
23149,1,23843
23150,2,23843
23160,3,23843
23180,3,23843
23150,3,23845
23160,2,23845
23180,2,23845
23152,2,23847
23162,2,23847
23182,2,23847
23152,1,23849
23162,1,23849
23182,1,23849
23152,3,23851
23162,3,23851
23182,3,23851
483,1,784
3689,5,784
11482,1,784
11541,3,784
11689,2,784
3687,3,12109
3689,2,12109
3687,5,18069
3689,5,18069
11482,1,18069
11541,3,18069
11689,2,18069
12108,1,18069
23128,2,22922
23129,1,22922
23139,3,22922
23142,1,22922
23169,1,22922
23128,3,22924
23129,3,22924
23139,3,22924
23169,2,22924
34,10000,25267
35,7000,25267
36,3000,25267
3689,5,25813
11482,1,25813
11541,3,25813
11689,3,25813
25266,1,25813
3687,5,26607
3689,5,26607
11541,3,26607
11689,2,26607
12108,1,26607
497,1,2866
9848,9,2866
11486,1,2866
11691,16,2866
484,1,2874
9848,1,2874
11486,1,2874
11691,3,2874
486,1,2890
9848,1,2890
11486,1,2890
11691,5,2890
490,1,2898
9848,3,2898
11486,1,2898
11691,9,2898
487,1,2906
9848,1,2906
11486,1,2906
11691,6,2906
491,1,2914
9848,3,2914
11486,1,2914
11691,10,2914
492,1,2922
9848,3,2922
11486,1,2922
11691,11,2922
489,1,2938
9848,3,2938
11486,1,2938
11691,8,2938
494,1,2946
9848,9,2946
11486,1,2946
11691,13,2946
495,1,2954
9848,9,2954
11486,1,2954
11691,14,2954
498,1,2962
9848,9,2962
11486,1,2962
11691,17,2962
493,1,2970
9848,3,2970
11486,1,2970
11691,12,2970
488,1,2978
9848,1,2978
11486,1,2978
11691,7,2978
20454,1,3572
20452,1,3574
496,1,16029
9848,3,16029
11486,1,16029
11691,15,16029
485,1,16032
9848,1,16032
11486,1,16032
11691,4,16032
21581,2,21546
21595,3,21546
21731,1,21546
21581,2,21548
21595,3,21548
21731,1,21548
21581,2,21550
21595,6,21550
21731,1,21550
21581,1,21552
21582,2,21552
21592,1,21552
21595,6,21552
21730,1,21552
21581,1,21554
21582,2,21554
21592,1,21554
21595,6,21554
21730,1,21554
21581,1,21556
21582,2,21556
21592,1,21556
21595,12,21556
21730,1,21556
21729,1,21558
21580,2,21558
21581,1,21558
21582,1,21558
21594,1,21558
21595,12,21558
21580,2,21560
21581,1,21560
21582,1,21560
21594,2,21560
21595,12,21560
21729,1,21560
21580,2,21562
21581,1,21562
21582,1,21562
21594,3,21562
21595,12,21562
21729,1,21562
1875,1,1878
9848,2,1878
11486,1,1878
11540,3,1878
499,1,2405
9848,2,2405
11486,1,2405
11540,4,2405
501,1,2411
9848,4,2411
11486,1,2411
11540,2,2411
503,1,2421
9848,16,2421
11486,1,2421
11540,16,2421
32444,1,3564
20539,1,3570
9848,4,4257
11486,1,4257
11540,4,4257
27914,1,4257
9848,1,10632
10629,1,10632
11486,1,10632
11540,1,10632
9848,8,19740
11486,1,19740
11540,8,19740
13320,1,19740
21575,1,20594
21590,1,20594
21726,1,20594
21575,2,20596
21590,2,20596
21726,2,20596
21576,1,20598
21587,2,20598
21590,1,20598
21725,1,20598
21725,2,20600
21576,2,20600
21587,2,20600
21590,1,20600
21574,1,20602
21590,1,20602
21724,1,20602
21574,2,20604
21724,2,20604
21581,1,21543
21583,1,21543
21593,2,21543
21731,1,21543
9848,4,25716
11486,1,25716
11540,2,25716
20138,1,25716
1246,1,1249
9838,3,1249
11482,1,1249
11539,1,1249
11554,3,1249
1254,1,1257
9838,3,1257
11482,1,1257
11539,1,1257
11554,3,1257
1353,1,1356
9838,2,1356
11482,1,1356
11539,3,1356
11554,2,1356
2331,1,1423
9838,5,1423
11482,1,1423
11539,1,1423
11554,1,1423
1445,1,1448
9838,5,1448
11482,1,1448
11539,1,1448
11554,1,1448
1539,1,1542
9838,1,1542
11482,1,1542
11539,5,1542
11554,1,1542
23128,1,22954
23129,2,22954
23138,2,22954
23139,3,22954
23168,1,22954
23169,1,22954
23134,1,23895
23143,1,23895
23144,1,23895
23174,2,23895
23134,2,23897
23144,1,23897
23147,1,23897
23174,2,23897
23136,2,23899
23146,2,23899
23176,2,23899
520,1,1095
3689,5,1095
9842,2,1095
11399,3,1095
11483,1,1095
11538,5,1095
3689,5,10191
9842,2,10191
9944,1,10191
11399,3,10191
11483,1,10191
11540,5,10191
21581,3,21487
21593,1,21487
21595,2,21487
21732,1,21487
21579,1,21489
21581,3,21489
21593,1,21489
21595,2,21489
21596,2,21489
21732,1,21489
21733,1,21489
23154,1,22918
23164,3,22918
23184,2,22918
23154,4,22920
23166,4,22920
23186,3,22920
2046,1,2049
3689,3,2049
3828,2,2049
11475,1,2049
11540,1,2049
11542,1,2049
11553,1,2049
11695,1,2049
23128,1,22894
23129,1,22894
23138,1,22894
23139,1,22894
23168,1,22894
23169,1,22894
23128,2,23419
23129,2,23419
23138,2,23419
23139,1,23419
23168,1,23419
23169,1,23419
2022,1,3473
9838,5,3473
11482,1,3473
11539,5,3473
11554,16,3473
1185,1,3489
9838,2,3489
11482,1,3489
11539,2,3489
11554,2,3489
2018,1,3497
9838,3,3497
11482,1,3497
11539,3,3497
11554,4,3497
2020,1,3505
9838,4,3505
11482,1,3505
11539,4,3505
11554,8,3505
23134,1,23802
23144,1,23802
23174,1,23802
23134,2,23804
23143,2,23804
23145,3,23804
23174,2,23804
23176,1,23806
23133,1,23806
23134,4,23806
23136,2,23806
23144,1,23806
23146,2,23806
23174,2,23806
523,1,1184
9848,2,1184
11475,1,1184
11539,1,1184
3528,1,3531
9848,4,3531
11475,1,3531
11539,2,3531
20701,1,3535
3538,1,3541
9848,8,3541
11475,1,3541
11539,4,3541
23128,1,22888
23138,1,22888
23168,1,22888
23171,1,22888
23128,1,22890
23130,1,22890
23138,1,22890
23140,1,22890
23170,1,22890
23132,2,22892
23142,1,22892
23171,1,22892
23172,1,22892
23133,2,23796
23143,1,23796
23173,2,23796
23133,3,23798
23135,2,23798
23145,2,23798
23175,2,23798
23133,2,23800
23135,1,23800
23137,1,23800
23145,2,23800
23147,1,23800
23175,3,23800
23177,1,23800
524,1,2356
9848,2,2356
11475,1,2356
11538,1,2356
3653,1,3656
9848,4,3656
11475,1,3656
11538,2,3656
3663,1,3666
9848,8,3666
11475,1,3666
11538,4,3666
20110,1,21505
21570,1,21505
21572,1,21505
21722,1,21505
21570,1,21507
21571,1,21507
21572,1,21507
21722,2,21507
21723,1,21507
20110,2,21507
21073,1,21507
20110,2,21509
21073,1,21509
21568,1,21509
21570,1,21509
21571,1,21509
21584,1,21509
21722,2,21509
21723,3,21509
526,1,1103
9840,8,1103
9842,5,1103
11483,1,1103
11538,2,1103
529,1,1191
9838,10,1191
11482,1,1191
11539,3,1191
11554,5,1191
12219,1,3580
9838,30,12103
11482,1,12103
11539,9,12103
11554,15,12103
12225,1,12103
9838,15,12222
11482,1,12222
11539,6,12222
11554,10,12222
12217,1,12222
9838,25,12224
11482,1,12224
11539,12,12224
11554,40,12224
12219,1,12224
23135,1,23853
23145,1,23853
23175,1,23853
23133,1,23855
23135,3,23855
23144,1,23855
23145,2,23855
23175,3,23855
23137,2,23857
23147,2,23857
23177,2,23857
9838,20,12260
11482,1,12260
11539,10,12260
11554,25,12260
12257,1,12260
9838,30,12264
11482,1,12264
11539,20,12264
11554,35,12264
12261,1,12264
530,1,13002
9838,5,13002
11482,1,13002
11539,5,13002
11554,10,13002
23149,1,23822
23158,1,23822
23179,1,23822
23149,3,23825
23158,1,23825
23159,3,23825
23161,1,23825
23179,2,23825
23182,1,23825
23149,1,23830
23151,2,23830
23159,2,23830
23161,1,23830
23179,1,23830
23181,2,23830
9838,15,12268
11482,1,12268
11539,10,12268
11554,20,12268
12265,1,12268
9838,20,12272
11482,1,12272
11539,15,12272
11554,30,12272
12269,1,12272
533,1,13004
9838,5,13004
11539,5,13004
11554,10,13004
23149,1,23816
23158,1,23816
23179,1,23816
23149,3,23818
23159,1,23818
23161,1,23818
23179,3,23818
23149,2,23820
23151,1,23820
23152,1,23820
23159,2,23820
23161,1,23820
23179,1,23820
23181,2,23820
1547,1,1550
11482,1,1550
11692,4,1550
1551,1,1554
11482,1,1554
11693,4,1554
1557,1,1560
11482,1,1560
11695,4,1560
1563,1,1566
11482,1,1566
11694,4,1566
3937,1,3940
11482,1,3940
11692,8,3940
3941,1,3944
11482,1,3944
11693,8,3944
3947,1,3950
11482,1,3950
11695,8,3950
3953,1,3956
11482,1,3956
11694,8,3956
3977,1,3980
11482,1,3980
11692,16,3980
3981,1,3984
11482,1,3984
11693,16,3984
3987,1,3990
11482,1,3990
11695,16,3990
3993,1,3996
11482,1,3996
11694,16,3996
20110,2,21535
21584,1,21535
21720,1,21535
21721,2,21535
20110,2,21537
21584,1,21537
21720,2,21537
21721,2,21537
21723,1,21537
20110,2,21539
21584,2,21539
21585,1,21539
21586,2,21539
21719,1,21539
21720,2,21539
21721,2,21539
21723,2,21539
23148,1,23865
23158,1,23865
23179,1,23865
23182,1,23865
23149,1,23867
23150,1,23867
23160,2,23867
23179,1,23867
23180,2,23867
23152,2,23869
23162,2,23869
23182,2,23869
565,1,3075
9848,1,3075
11486,1,3075
11690,7,3075
11690,12,3083
570,1,3083
9848,3,3083
11486,1,3083
574,1,3091
9848,9,3091
11486,1,3091
11690,17,3091
561,1,3099
9848,1,3099
11486,1,3099
11690,3,3099
567,1,3107
9848,3,3107
11486,1,3107
11690,9,3107
572,1,3115
9848,9,3115
11486,1,3115
11690,14,3115
571,1,3123
9848,9,3123
11486,1,3123
11688,13,3123
566,1,3131
9848,3,3131
11486,1,3131
11688,8,3131
569,1,3139
9848,3,3139
11486,1,3139
11688,10,3139
568,1,3147
9848,3,3147
11486,1,3147
11688,11,3147
575,1,3155
9848,9,3155
11486,1,3155
11688,15,3155
562,1,3163
9848,1,3163
11486,1,3163
11688,4,3163
563,1,3171
9848,1,3171
11486,1,3171
11688,5,3171
564,1,3179
9848,1,3179
11486,1,3179
11688,6,3179
573,1,3187
9848,9,3187
11486,1,3187
11688,16,3187
20450,1,3547
20448,1,3557
9848,1,10681
10678,1,10681
11486,1,10681
11690,5,10681
9848,3,12347
11486,1,12347
11690,10,12347
12344,1,12347
9848,9,12357
11486,1,12357
11690,14,12357
12354,1,12357
21573,1,20588
21576,1,20588
21590,2,20588
21726,1,20588
21587,2,20590
21590,2,20590
21725,1,20590
21573,1,20590
21576,1,20590
21573,1,20592
21575,2,20592
21576,1,20592
21590,4,20592
21724,1,20592
23153,2,22900
23163,1,22900
23183,1,22900
23153,3,22902
23163,1,22902
23183,2,22902
23153,1,22904
23163,2,22904
23183,1,22904
23153,2,22906
23163,3,22906
23183,2,22906
23153,3,22908
23155,1,22908
23165,2,22908
23166,1,22908
23183,2,22908
23185,1,22908
23155,2,22910
23165,3,22910
23185,2,22910
23157,1,22912
23167,2,22912
23187,1,22912
23155,2,22914
23157,2,22914
23167,3,22914
23187,1,22914
23157,3,22916
23167,4,22916
23187,2,22916
577,1,2025
9838,8,2025
11482,1,2025
11539,3,2025
11554,4,2025
3566,1,3569
9838,4,3569
11482,1,3569
11539,2,3569
11554,2,3569
3576,1,3579
9838,16,3579
11482,1,3579
11539,4,3579
11554,8,3579
21074,1,20556
21078,1,20556
21082,1,20556
21084,1,20556
21086,1,20556
21074,1,20558
21078,2,20558
21080,1,20558
21082,1,20558
21084,2,20558
21086,2,20558
21074,1,20560
21078,3,20560
21080,2,20560
21082,1,20560
21084,3,20560
21086,3,20560
23134,2,23808
23174,2,23808
23134,2,23810
23136,1,23810
23144,1,23810
23146,1,23810
23174,1,23810
23176,1,23810
23134,2,23812
23136,2,23812
23144,2,23812
23146,1,23812
23174,2,23812
23176,2,23812
578,1,2282
9838,10,2282
11484,1,2282
11555,5,2282
11556,5,2282
11557,5,2282
11558,5,2282
2289,1,2298
9838,6,2298
11484,1,2298
11555,16,2298
2291,1,2300
9838,6,2300
11484,1,2300
11558,16,2300
2293,1,2302
9838,6,2302
11484,1,2302
11557,16,2302
2295,1,2304
9838,6,2304
11484,1,2304
11556,16,2304
21074,1,20634
21076,1,20634
21080,1,20634
21081,1,20634
21082,1,20634
21085,2,20634
21086,2,20634
21082,1,20636
21085,2,20636
21086,2,20636
21089,1,20636
21074,1,20636
21076,1,20636
21080,1,20636
21074,1,20638
21076,1,20638
21080,1,20638
21082,1,20638
21085,2,20638
21086,2,20638
21089,1,20638
21074,1,20640
21076,1,20640
21080,1,20640
21082,1,20640
21085,2,20640
21086,2,20640
21089,1,20640
21082,1,20642
21085,2,20642
21086,2,20642
21089,1,20642
21074,1,20642
21076,1,20642
21080,1,20642
1244,1,1237
3689,2,1237
11475,1,1237
11530,3,1237
1317,1,1320
3828,5,1320
11475,1,1320
11538,1,1320
11545,1,1320
1333,1,1336
3828,5,1336
11475,1,1336
1403,1,1406
3689,3,1406
11475,1,1406
11530,2,1406
2603,1,2606
3828,5,2606
11475,1,2606
20110,1,21492
21570,3,21492
21571,1,21492
21584,2,21492
21722,2,21492
20110,1,21494
21073,1,21494
21570,1,21494
21572,1,21494
21721,1,21494
21722,1,21494
20110,3,21497
21570,2,21497
21572,1,21497
21721,3,21497
21073,1,21499
21570,1,21499
21571,1,21499
21722,2,21499
21570,1,21501
21572,1,21501
21721,2,21501
20110,1,21501
580,1,2118
9840,5,2118
9842,6,2118
11483,1,2118
11534,2,2118
11535,2,2118
11536,2,2118
11537,2,2118
11541,3,2118
21573,1,20582
21591,3,20582
21725,3,20582
581,1,2342
9840,5,2342
9842,4,2342
11483,1,2342
11536,1,2342
11538,3,2342
1182,1,1437
9840,3,1437
9842,7,1437
11483,1,1437
11536,2,1437
11540,1,1437
11551,1,1437
1197,1,1205
11475,1,1205
11543,1,1205
11544,1,1205
11545,2,1205
1264,1,1267
11475,1,1267
11542,2,1267
11543,2,1267
1274,1,1277
11475,1,1277
11543,2,1277
11544,2,1277
1284,1,1287
11475,1,1287
11542,1,1287
11544,2,1287
11545,1,1287
1294,1,1297
11475,1,1297
11542,2,1297
11545,2,1297
1304,1,1307
11475,1,1307
11542,1,1307
11543,1,1307
11544,1,1307
11545,1,1307
11217,1,11220
11475,1,11220
11543,1,11220
11544,1,11220
11554,2,11220
11227,1,11230
11475,1,11230
11543,2,11230
11545,2,11230
11554,2,11230
11237,1,11240
11475,1,11240
11542,1,11240
11543,2,11240
11544,2,11240
11554,2,11240
11247,1,11250
11475,1,11250
11542,1,11250
11544,2,11250
11545,1,11250
11554,2,11250
11257,1,11260
11475,1,11260
11545,2,11260
11554,2,11260
11267,1,11270
11475,1,11270
11542,1,11270
11543,1,11270
11544,1,11270
11545,1,11270
11554,2,11270
23129,2,22880
23139,3,22880
23169,2,22880
23172,1,22880
23129,1,22882
23139,3,22882
23169,1,22882
23129,1,22884
23139,3,22884
23169,1,22884
34,824,17667
35,1044,17667
11476,1,2614
9830,6,2622
11476,1,2622
9830,4,2630
11476,1,2630
9830,6,2638
11476,1,2638
11476,1,2648
9830,4,2656
11476,1,2656
